song_name,song_artist,track_id,weeks,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Prisoner,"Miley Cyrus, Dua Lipa",5JqZ3oqF00jkT81foAFvqg,"['12/24/2020', '1/7/2021']","['dance pop', 'pop', 'pop dance', 'post-teen pop']",0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99
רוצה שלום,רביב כנר,4L4dPjtEVEpZ0ER2deHAJA,"['1/7/2021', '1/14/2021', '1/21/2021', '1/28/2021', '2/11/2021', '2/25/2021']",['israeli pop'],0.727,0.431,2,-10.007,0,0.0937,0.173,0.0000284,0.0813,0.157,94.95
אל תבואי אליי,מכלוף,0ACFJm4VlgvdHs2qvHZ6yG,"['1/7/2021', '1/14/2021']",[],0.727,0.875,1,-5.273,0,0.0326,0.504,0,0.0995,0.232,112.023
D?kiti,"Bad Bunny, Jhay Cortez",547cMd2Cbd1U8K7MMrpn0d,"['1/7/2021', '1/14/2021']","['latin', 'reggaeton', 'trap latino']",0.927,0.523,6,-5.811,1,0.234,0.478,0.00351,0.0702,0.43,131.956
Save Your Tears,The Weeknd,5QO79kh1waicV47BqGRL3g,"['1/7/2021', '1/14/2021', '1/21/2021', '1/28/2021', '2/11/2021', '2/25/2021']","['canadian contemporary r&b', 'canadian pop', 'pop']",0.68,0.826,0,-5.487,1,0.0309,0.0212,0.0000124,0.543,0.644,118.051
אין סוף ללילה,קרן פלס,3mm6lswif4uxTlRylpPJSU,"['1/14/2021', '1/21/2021', '1/28/2021']",['israeli singer-songwriter'],0.545,0.572,2,-5.564,0,0.0328,0.605,0,0.0601,0.365,128.288
Monster,"Shawn Mendes, Justin Bieber",2Z8yfpFX0ZMavHkcIeHiO1,"['1/14/2021', '1/21/2021', '1/28/2021', '2/11/2021', '2/25/2021']","['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765
Willow,Taylor Swift,0lx2cLdOt3piJbcaXIV74f,"['1/14/2021', '1/21/2021', '1/28/2021', '2/11/2021', '2/25/2021']","['dance pop', 'pop', 'pop dance']",0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112
הכל מהתחלה,ים רפאלי,7fUjUu56vWXzi4sW3KdjYe,"['1/21/2021', '1/28/2021']",['israeli pop'],0.76,0.647,11,-5.353,0,0.117,0.0982,0.00000878,0.31,0.893,118.988
drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,"['1/21/2021', '1/28/2021']","['pop', 'post-teen pop']",0.585,0.436,10,-8.761,1,0.0601,0.721,0.0000131,0.105,0.132,143.874
Anxious,Dennis Lloyd,0bqwsQAkGaO0jzfzgI5iLV,"['2/11/2021', '2/25/2021']","['israeli pop', 'tropical house']",0.669,0.745,6,-7.679,0,0.118,0.051,0.00000398,0.107,0.439,100.963
עוד אחד ששר לך,"עילי בוטנר, גיא מזיג",01bJvYGLn1xMA32TasmOkb,"['2/11/2021', '2/25/2021']",['israeli pop'],0.677,0.71,1,-7.914,1,0.0756,0.00978,0,0.196,0.864,107.965
Drivers License,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,"['2/11/2021', '2/25/2021']","['pop', 'post-teen pop']",0.585,0.436,10,-8.761,1,0.0601,0.721,0.0000131,0.105,0.132,143.874
Afterglow,Ed Sheeran,0E4Y1XIbs8GrAT1YqVy6dq,"['2/11/2021', '2/25/2021']","['pop', 'uk pop']",0.641,0.324,11,-5.851,1,0.0299,0.698,0,0.328,0.273,110.184
Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,['2/11/2021'],"['bedroom pop', 'electropop', 'indie pop', 'pop']",0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078
חתולים,"ג'ימבו ג'יי, רביד פלוטניק",7IGkkk83NInOaTmLALMP7L,['2/25/2021'],['israeli hip hop'],0.665,0.583,9,-7.271,0,0.043,0.272,0.0000282,0.311,0.365,105.004
למה זה נגמר,דודו אהרון ועדן מאירי,2jawvO0d6xVWB5hhEm2vX7,['2/25/2021'],,0.7,0.545,5,-6.987,0,0.0319,0.666,0,0.107,0.489,94.975
End of The Road,Noga Erez,3BfRjAclEFihCqLguT8Ch7,['2/25/2021'],"['israeli hip hop', 'israeli indie']",0.899,0.557,7,-7.966,1,0.245,0.0786,0,0.0777,0.464,99.975
Astronaut In The Ocean,Masked Wolf,3Ofmpyhv5UAQ70mENzB277,['2/25/2021'],['australian hip hop'],0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996
Bang!,AJR,0m7TguDgLue2LCaDF7B4qx,['2/25/2021'],['modern rock'],0.74,0.517,1,-6.233,0,0.0506,0.0183,0,0.0558,0.698,139.917
